country,country_code,year,total_pop,gdp,urban_pop_perc
Netherlands,NLD,1994,15382838.0,379688232231.505,71.962
Norway,NOR,1994,4336613.0,127131319428.701,73.453
Nepal,NPL,1994,21717479.0,4066775510.20408,10.433
Nauru,NRU,1994,10137.0,39742511.2417848,100.0
New Zealand,NZL,1994,3620000.0,55314732279.1379,85.404
OECD members,OED,1994,1148779736.0,23300248875010.1,74.107121554201
Oman,OMN,1994,2081834.0,14715214564.3693,71.688
Other small states,OSS,1994,9872555.0,42978663543.6029,52.3902977572675
Pakistan,PAK,1994,130748083.0,52293470813.1336,31.582
Panama,PAN,1994,2669546.0,9365289800.0,57.301
Peru,PER,1994,23881493.0,44882079766.8913,70.521
Philippines,PHL,1994,69019291.0,73159336915.2718,46.645
Palau,PLW,1994,16770.0,106138500.0,71.069
Papua New Guinea,PNG,1994,4480208.0,5502786069.65174,14.262
Poland,POL,1994,38542652.0,110803635287.621,61.449
Pre-demographic dividend,PRE,1994,475022693.0,189982641545.189,29.9863218174737
Puerto Rico,PRI,1994,3649237.0,39690630000.0,93.578
"Korea_Dem. People's Rep.",PRK,1994,22393975.0, 0, 58.939
Portugal,PRT,1994,9991525.0,99688641304.3478,50.449
Paraguay,PRY,1994,4471417.0,7870982004.8195,51.488
West Bank and Gaza,PSE,1994,2366298.0,2843300000.0,69.724
Pacific island small states,PSS,1994,1878007.0,3414639458.00427,32.8202351306465
Post-demographic dividend,PST,1994,990028770.0,22515765815570.8,75.079884944182
French Polynesia,PYF,1994,218738.0,3676123788.0323,56.881
Qatar,QAT,1994,499459.0,7374450769.23077,94.614
Romania,ROU,1994,22730211.0,30072805104.2542,53.922
Russian Federation,RUS,1994,148407912.0,395077301248.464,73.376
Rwanda,RWA,1994,6792352.0,753636370.454545,8.49
South Asia,SAS,1994,1248304394.0,432085555561.06,25.9990423604389
Saudi Arabia,SAU,1994,12750040.0,135174899866.489,78.429
Sudan,SDN,1994,24043948.0,12793798418.3843,32.179
Senegal,SEN,1994,8624078.0,5034588195.55806,39.464
Singapore,SGP,1994,3419048.0,73688724431.1412,100.0
Solomon Islands,SLB,1994,373675.0,402837005.272596,14.462
Sierra Leone,SLE,1994,4173105.0,911854256.163621,34.192
El Salvador,SLV,1994,5714129.0,7679384000.0,52.704
San Marino,SMR,1994,24823.0, 0, 91.261
Somalia,SOM,1994,7026797.0,1481205097.98113,31.067
Serbia,SRB,1994,7622711.0, 0, 51.428
Sub-Saharan Africa (excluding high income),SSA,1994,580727708.0,377142595380.707,29.2947120426325
South Sudan,SSD,1994,5071184.0, 0, 15.749
Sub-Saharan Africa,SSF,1994,580801913.0,377662803286.63,29.2972967250936
Small states,SST,1994,14226027.0,56185862242.972,48.6627130435644
Sao Tome and Principe,STP,1994,132732.0,131338384.705839,47.673
Suriname,SUR,1994,422375.0,605492537.313433,66.002
Slovak Republic,SVK,1994,5346331.0,20428139755.6056,56.598
Slovenia,SVN,1994,1989443.0,16400767069.6294,50.596
Sweden,SWE,1994,8780745.0,228701658890.617,83.671
Eswatini,SWZ,1994,971212.0,1419294254.4183,21.857
Sint Maarten (Dutch part),SXM,1994,31917.0, 0, 100.0
Seychelles,SYC,1994,74205.0,517570058.151034,49.525
Syrian Arab Republic,SYR,1994,14208583.0,10122020000.0,49.764
Turks and Caicos Islands,TCA,1994,14344.0, 0, 78.888
Chad,TCD,1994,6783450.0,1179837963.22213,21.44
East Asia & Pacific (IDA & IBRD countries),TEA,1994,1671877438.0,1070671486728.9,31.0089317356348
Europe & Central Asia (IDA & IBRD countries),TEC,1994,437106290.5,830059083052.188,63.1093119681294
Togo,TGO,1994,4222940.0,1387662121.46736,30.275
Thailand,THA,1994,58260854.0,146683778959.101,30.105
Tajikistan,TJK,1994,5825368.0,1522001205.54551,29.421
Turkmenistan,TKM,1994,4116662.0,2561118608.35516,44.734
Latin America & the Caribbean (IDA & IBRD countries),TLA,1994,458042874.0,1715286198515.04,72.4909304370599
Timor-Leste,TLS,1994,844493.0,239040500.0,22.199
Middle East & North Africa (IDA & IBRD countries),TMN,1994,253110225.0,304590448179.398,52.9677682594095
Tonga,TON,1994,100166.0,195990966.964273,22.832
South Asia (IDA & IBRD),TSA,1994,1248304394.0,432085555561.06,25.9990423604389
Sub-Saharan Africa (IDA & IBRD countries),TSS,1994,580801913.0,377662803286.63,29.2972967250936
Trinidad and Tobago,TTO,1994,1288341.0,4947181645.55221,54.857
Tunisia,TUN,1994,9018448.0,15633174304.0905,61.078
Turkiye,TUR,1994,60033836.0,130650447499.071,61.59
Tuvalu,TUV,1994,9207.0,11772610.6579341,43.563
Tanzania,TZA,1994,29442356.0,6550480483.9385,20.203
Uganda,UGA,1994,20108801.0,3990430446.71216,12.485
Ukraine,UKR,1994,52075998.0,52549553403.0304,66.912
Upper middle income,UMC,1994,2214929283.0,3111484692777.31,43.0759864090024
Uruguay,URY,1994,3172834.0,17474588895.8918,90.245
United States,USA,1994,263126000.0,7287236000000.0,76.875
Uzbekistan,UZB,1994,22463291.0,12899074922.38,43.255
St. Vincent and the Grenadines,VCT,1994,112918.0,289437037.037037,43.021
Venezuela_RB,VEN,1994,21725188.0,58418666666.6667,85.686
British Virgin Islands,VGB,1994,17406.0, 0, 40.142
Virgin Islands (U.S.),VIR,1994,107318.0, 0, 89.934
Viet Nam,VNM,1994,70854391.0,16286433533.3228,21.774
Vanuatu,VUT,1994,163314.0,233701301.490486,19.868
World,WLD,1994,5650853176.5,27941899637871.3,44.4218451590386
Samoa,WSM,1994,173159.0,221098106.508876,21.436
Kosovo,XKX,1994,2105256.0, 0, 
Yemen_Rep.,YEM,1994,16149147.0,28019483763.5304,23.225
South Africa,ZAF,1994,44004139.0,153512712381.836,54.004
Zambia,ZMB,1994,8576269.0,3656808232.64295,37.572
Zimbabwe,ZWE,1994,10873148.0,6890675000.0,31.335
Aruba,ABW,1995,79805.0,1320670391.06145,48.767
Africa Eastern and Southern,AFE,1995,356580375.0,273433178583.626,27.408217689319
Afghanistan,AFG,1995,17065836.0, 0, 21.624
Africa Western and Central,AFW,1995,239801875.0,207176966923.154,33.0650904616738
Angola,AGO,1995,13699778.0,5538749259.94714,44.169
Albania,ALB,1995,3187784.0,2392764853.42107,38.911
Andorra,AND,1995,63912.0,1178745282.8678,93.661
Arab World,ARB,1995,253952538.0,528480491435.013,51.0994592831398
United Arab Emirates,ARE,1995,2434662.0,65743666575.8649,78.319
Argentina,ARG,1995,35070020.0,258031750000.0,88.164
Armenia,ARM,1995,3307581.0,1468317435.20148,66.057
American Samoa,ASM,1995,52316.0, 0, 85.28
Antigua and Barbuda,ATG,1995,68189.0,616014814.814815,33.961
Australia,AUS,1995,18004882.0,368166023166.023,84.898
Austria,AUT,1995,7948278.0,240094169510.031,61.596
Azerbaijan,AZE,1995,7684850.0,2417331192.9526,52.206
Burundi,BDI,1995,6066316.0,1000428393.88528,7.211
Belgium,BEL,1995,10136811.0,288025588396.278,96.777
Benin,BEN,1995,6226773.0,2169627137.9207,36.758
Burkina Faso,BFA,1995,10386722.0,2379517975.28056,15.131
Bangladesh,BGD,1995,122600370.0,37939748768.6567,21.693
Bulgaria,BGR,1995,8406067.0,18991484420.36,67.782
Bahrain,BHR,1995,558879.0,6651180851.06383,88.388
"Bahamas, The",BHS,1995,301461.0,3429000000.0,80.961
Bosnia and Herzegovina,BIH,1995,3715564.0,1866572953.73665,40.817
Belarus,BLR,1995,10193831.0,13972683273.5692,67.926
Belize,BLZ,1995,204146.0,819050000.0,46.425
Bermuda,BMU,1995,59526.0,2030750000.0,100.0
Bolivia,BOL,1995,7874676.0,6715161732.22658,59.15
Brazil,BRA,1995,161735073.0,769333050986.905,77.61
Barbados,BRB,1995,262039.0,2216974096.35559,35.566
Brunei Darussalam,BRN,1995,291195.0,7700144056.74744,68.644
Bhutan,BTN,1995,547989.0,290490983.815778,20.537
Botswana,BWA,1995,1498836.0,4730599121.92704,48.981
Central African Republic,CAF,1995,3348052.0,1115389673.69197,37.231
Canada,CAN,1995,29302311.0,605961090061.207,77.675
Central Europe and the Baltics,CEB,1995,109864246.0,394610461625.529,61.6092306125598
Switzerland,CHE,1995,7040687.0,352835806342.495,73.654
Channel Islands,CHI,1995,145247.0, 0, 30.522
Chile,CHL,1995,14527381.0,73444831671.0169,84.545
China,CHN,1995,1204855000.0,734484834573.582,30.961
"Cote d'Ivoire",CIV,1995,14855565.0,11000146266.5135,41.21
Cameroon,CMR,1995,13058516.0,10864772470.9043,42.573
Congo_Dem. Rep.,COD,1995,44433704.0,5643439376.10491,32.838
Congo_Rep.,COG,1995,2749461.0,2116003867.75536,56.413
Colombia,COL,1995,35804662.0,92495970511.3951,71.777
Comoros,COM,1995,490586.0,398461797.009413,28.301
Cabo Verde,CPV,1995,418104.0,487148993.533109,48.768
Costa Rica,CRI,1995,3535176.0,11578594259.8675,54.561
Caribbean small states,CSS,1995,2500748.0,10403406491.1197,45.8589258993709
Cuba,CUB,1995,10925362.0,30429803651.2192,74.277
Curacao,CUW,1995,145139.0, 0, 87.68
Cayman Islands,CYM,1995,32743.0, 0, 100.0
Cyprus,CYP,1995,862695.0,9933137128.07244,68.038
Czechia,CZE,1995,10327253.0,60572381311.2283,74.643
Germany,DEU,1995,81678051.0,2593053091306.13,73.922
Djibouti,DJI,1995,633074.0,497723960.589913,76.3
Dominica,DMA,1995,69469.0,274522222.222222,64.831
Denmark,DNK,1995,5233373.0,184848481008.139,84.979
Dominican Republic,DOM,1995,7888115.0,16637370839.1608,57.598
Algeria,DZA,1995,28470191.0,41764291671.7711,55.997
East Asia & Pacific (excluding high income),EAP,1995,1716602413.0,1322030872193.59,32.2147441850916
Early-demographic dividend,EAR,1995,2273692181.0,2551929065600.46,36.6120282827981
East Asia & Pacific,EAS,1995,1941185229.0,8410571059755.29,37.6016118895962
Europe & Central Asia (excluding high income),ECA,1995,215114964.0,307712493377.112,57.4436700759071
Europe & Central Asia,ECS,1995,859504753.0,10871039436647.3,68.1327712809994
Ecuador,ECU,1995,11590514.0,24432884442.2211,57.766
Egypt_Arab Rep.,EGY,1995,65652622.0,60159245060.4541,42.814
Euro area,EMU,1995,321808185.0,7540043683934.17,71.7723044852666
Eritrea,ERI,1995,2025267.0,578015625.0,22.514
Spain,ESP,1995,39724050.0,614170002668.802,75.856
Estonia,EST,1995,1436634.0,4502970889.06373,70.3
Ethiopia,ETH,1995,57537335.0,7855205206.93405,13.827
European Union,EUU,1995,426210050.0,8298203234321.6,70.1268366665122
Fragile and conflict affected situations,FCS,1995,556179028.0,431762240285.391,36.2173923810698
Finland,FIN,1995,5107790.0,134060457516.34,80.963
Fiji,FJI,1995,798746.0,1970301486.20561,45.496
France,FRA,1995,59541294.0,1595219345511.89,74.912
Faroe Islands,FRO,1995,43610.0,901404709.830684,34.071
Micronesia_Fed. Sts.,FSM,1995,110230.0,221575300.0,25.068
Gabon,GAB,1995,1123213.0,4958845648.04778,74.797
United Kingdom,GBR,1995,58019030.0,1344240176739.78,78.353
Georgia,GEO,1995,4657722.0,2693731865.97036,53.841
Ghana,GHA,1995,17399017.0,6464382807.67884,40.14
Gibraltar,GIB,1995,27377.0, 0, 100.0
Guinea,GIN,1995,7553249.0,5385704166.43341,29.475
Gambia_The,GMB,1995,1264313.0,785999864.840299,43.362
Guinea-Bissau,GNB,1995,1119949.0,660195402.013602,34.371
Equatorial Guinea,GNQ,1995,571264.0,141853360.867855,40.494
Greece,GRC,1995,10562153.0,134974613913.811,72.119
Grenada,GRD,1995,103869.0,342172518.518519,34.47
Greenland,GRL,1995,55800.0,1208953287.06598,80.902
Guatemala,GTM,1995,10312996.0,14655404433.2771,43.654
Guam,GUM,1995,150054.0, 0, 92.055
Guyana,GUY,1995,758388.0,621626785.915493,29.137
High income,HIC,1995,1218521009.0,26437210675465.3,74.7692446328813
Hong Kong SAR_China,HKG,1995,6156100.0,144652295363.667,100.0
Honduras,HND,1995,5739637.0,5347445005.21376,42.941
Heavily indebted poor countries (HIPC),HPC,1995,418830100.0,141418513778.364,27.293129729869
Croatia,HRV,1995,4620030.0,22772394546.6058,52.279
Haiti,HTI,1995,7562546.0,2813313278.81082,32.59
Hungary,HUN,1995,10328965.0,46425677734.1435,65.209
IBRD only,IBD,1995,3728290191.0,4917852872194.15,41.1110734585054
IDA & IBRD total,IBT,1995,4727566480.0,5398600949026.55,38.1806262269382
IDA total,IDA,1995,999276289.0,482019867670.217,27.2237183795876
IDA blend,IDB,1995,330471649.0,256306300158.621,32.1336487122137
Indonesia,IDN,1995,199888057.0,202132028723.115,36.076
IDA only,IDX,1995,668804640.0,224473224274.773,24.789830896289
Isle of Man,IMN,1995,71513.0,922269212.561149,51.783
India,IND,1995,960301044.0,360281909643.489,26.607
Ireland,IRL,1995,3608841.0,69139823232.3232,57.949
Iran_Islamic Rep.,IRN,1995,62205567.0,96419225744.9927,60.236
Iraq,IRQ,1995,20825860.0,12894029888.1122,68.78
Iceland,ISL,1995,267468.0,7123633418.19739,91.63
Israel,ISR,1995,5545000.0,105307707634.576,90.866
Italy,ITA,1995,56844303.0,1177369428265.78,66.922
Jamaica,JAM,1995,2500151.0,6577520642.82297,50.615
Jordan,JOR,1995,4752096.0,6727597031.96347,78.207
Japan,JPN,1995,125472000.0,5545563663889.7,78.016
Kazakhstan,KAZ,1995,16730536.0,20374302652.3819,55.921
Kenya,KEN,1995,26601751.0,9046320255.40507,18.263
Kyrgyz Republic,KGZ,1995,4560454.0,1661147035.24388,36.349
Cambodia,KHM,1995,10018497.0,3441205692.9166,17.311
Kiribati,KIR,1995,81234.0,68596369.2767491,36.409
St. Kitts and Nevis,KNA,1995,42326.0,313485185.185185,33.715
Korea_Rep.,KOR,1995,45092991.0,566581003128.204,78.239
Kuwait,KWT,1995,1681513.0,27186980646.5448,98.096
Latin America & Caribbean (excluding high income),LAC,1995,431803515.0,1697849387521.22,72.0918788523966
Lao PDR,LAO,1995,4929409.0,1763536304.53964,17.378
Lebanon,LBN,1995,3960735.0,11718795528.5556,84.82
Liberia,LBR,1995,2169162.0,134800000.0,45.96
Libya,LBY,1995,4906843.0,25541379186.6458,75.994
St. Lucia,LCA,1995,148208.0,762962962.962963,28.765
Latin America & Caribbean,LCN,1995,481309028.0,1942625401757.23,73.1897280498853
Least developed countries: UN classification,LDC,1995,593744538.0,171634038631.623,23.397248858899
Low income,LIC,1995,338706481.0,95736608113.5563,26.1727937350954
Liechtenstein,LIE,1995,30776.0,2428525060.69927,16.482
Sri Lanka,LKA,1995,17564068.0,13029697560.9756,18.458
Lower middle income,LMC,1995,1914934189.0,997456434904.818,29.5655680744133
Low & middle income,LMY,1995,4495790686.0,4628270895721.81,36.4414450799722
Lesotho,LSO,1995,1951437.0,1001894000.27846,16.955
Late-demographic dividend,LTE,1995,1952702058.0,3024940848396.4,42.0686755230577
Lithuania,LTU,1995,3629102.0,7921210339.58439,67.285
Luxembourg,LUX,1995,408625.0,20853093869.7318,82.893
Latvia,LVA,1995,2485056.0,5608208784.9401,68.75
Macao SAR_China,MAC,1995,409300.0,7046147736.91671,99.91
St. Martin (French part),MAF,1995,29470.0, 0, 
Morocco,MAR,1995,26399429.0,39030285468.3841,51.692
Monaco,MCO,1995,31609.0,3130309995.30848,100.0
Moldova,MDA,1995,2953200.0,1752999370.46158,46.294
Madagascar,MDG,1995,14051275.0,3838100903.74974,25.796
Maldives,MDV,1995,256649.0,398988954.970263,25.638
Middle East & North Africa,MEA,1995,287320771.0,716061472558.187,56.154986710115
Mexico,MEX,1995,90862455.0,380157469866.849,73.368
Marshall Islands,MHL,1995,48266.0,120230000.0,66.727
Middle income,MIC,1995,4157084205.0,4533163231804.5,37.2785337408624
North Macedonia,MKD,1995,1998534.0,4707041315.24202,59.587
Mali,MLI,1995,10185365.0,2706425157.39397,25.519
Malta,MLT,1995,377419.0,3709361628.90737,90.946
Myanmar,MMR,1995,42605338.0,5289174942.53404,26.124
Middle East & North Africa (excluding high income),MNA,1995,260799200.0,340259302406.652,53.4702111718939
Montenegro,MNE,1995,611712.0, 0, 53.365
Mongolia,MNG,1995,2224945.0,1452165005.2384,56.805
Northern Mariana Islands,MNP,1995,48176.0, 0, 89.557
Mozambique,MOZ,1995,15960530.0,3061646173.73938,27.495
Mauritania,MRT,1995,2312017.0,2091726101.43014,38.705
Mauritius,MUS,1995,1122457.0,4094741652.30048,43.284
Malawi,MWI,1995,10150117.0,2033701497.97085,13.263
Malaysia,MYS,1995,20330599.0,88705342902.7113,55.688
North America,NAC,1995,295639837.0,8247740840061.21,77.3030092454184
Namibia,NAM,1995,1602170.0,3978514206.31168,29.813
New Caledonia,NCL,1995,200379.0,3628440505.14193,60.288
Niger,NER,1995,9714529.0,2302537562.24406,15.773
Nigeria,NGA,1995,110819428.0,140919776986.364,32.205
Nicaragua,NIC,1995,4642931.0,4140470000.0,54.437
Netherlands,NLD,1995,15459006.0,452967334614.329,72.809
Norway,NOR,1995,4359184.0,152029612324.788,73.787
Nepal,NPL,1995,22245439.0,4401104417.67068,10.883
Nauru,NRU,1995,10165.0,39969705.969706,100.0
New Zealand,NZL,1995,3673400.0,63918703506.9075,85.553
OECD members,OED,1995,1158068699.0,25683839560032.3,74.3784408626072
Oman,OMN,1995,2120528.0,15722236671.0013,71.669
Other small states,OSS,1995,9948797.0,50141711799.7697,52.603848548523
Pakistan,PAK,1995,134582253.0,60636071684.1918,31.836
Panama,PAN,1995,2724557.0,9573813700.0,58.141
Peru,PER,1995,24348919.0,53312793687.3836,70.951
Philippines,PHL,1995,70546246.0,84644328727.4825,46.56
Palau,PLW,1995,17195.0,121018500.0,71.431
Papua New Guinea,PNG,1995,4644278.0,4636057476.42568,14.081
Poland,POL,1995,38594998.0,142838527115.448,61.493
Pre-demographic dividend,PRE,1995,490118620.0,279724256934.771,30.317564488615
Puerto Rico,PRI,1995,3683103.0,42647331000.0,93.729
"Korea_Dem. People's Rep.",PRK,1995,22669304.0, 0, 59.018
Portugal,PRT,1995,10026176.0,118122007430.012,51.109
Paraguay,PRY,1995,4579806.0,9062131475.02318,52.131
West Bank and Gaza,PSE,1995,2474666.0,3282800000.0,70.216
Pacific island small states,PSS,1995,1901782.0,3706127846.17436,33.1243645775383
Post-demographic dividend,PST,1995,995338472.0,24978442351153.3,75.3331046172161
French Polynesia,PYF,1995,222118.0,4186994249.08861,56.637
Qatar,QAT,1995,514325.0,8137911978.02198,94.998
Romania,ROU,1995,22684270.0,37430162102.6125,53.769
Russian Federation,RUS,1995,148375787.0,395537185734.854,73.372
Rwanda,RWA,1995,5674118.0,1293535193.49248,9.837
South Asia,SAS,1995,1275163648.0,479585498256.836,26.2303749778993
Saudi Arabia,SAU,1995,13289245.0,143343124165.554,78.67
Sudan,SDN,1995,24672143.0,13830369852.313,32.232
Senegal,SEN,1995,8848101.0,6326342633.4034,39.606
Singapore,SGP,1995,3524506.0,87812540788.4293,100.0
Solomon Islands,SLB,1995,384733.0,469443201.503274,14.664
Sierra Leone,SLE,1995,4179179.0,870740484.065037,34.429
El Salvador,SLV,1995,5762131.0,8921947100.0,53.988
San Marino,SMR,1995,25158.0, 0, 91.664
Somalia,SOM,1995,7285007.0,1534756134.55022,31.425
Serbia,SRB,1995,7628264.0,17921892655.3672,51.651
Sub-Saharan Africa (excluding high income),SSA,1995,596306946.0,479940870989.033,29.6802943295935
South Sudan,SSD,1995,5225836.0, 0, 15.873
Sub-Saharan Africa,SSF,1995,596382250.0,480483604759.225,29.6828137180357
Small states,SST,1995,14351327.0,64157845931.9305,48.8471866168195
Sao Tome and Principe,STP,1995,134895.0,103695236.781001,48.631
Suriname,SUR,1995,429606.0,691590497.737557,66.076
Slovak Republic,SVK,1995,5361999.0,26180022222.2222,56.537
Slovenia,SVN,1995,1989872.0,21367422159.3207,50.622
Sweden,SWE,1995,8826939.0,267052836695.499,83.824
Eswatini,SWZ,1995,970433.0,1698989463.99106,22.286
Sint Maarten (Dutch part),SXM,1995,31772.0, 0, 100.0
Seychelles,SYC,1995,75304.0,540733047.733048,49.633
Syrian Arab Republic,SYR,1995,14616801.0,11396706586.8263,50.104
Turks and Caicos Islands,TCA,1995,15052.0, 0, 79.928
Chad,TCD,1995,7089064.0,1445919894.57661,21.473
East Asia & Pacific (IDA & IBRD countries),TEA,1995,1693960469.0,1320532703146.51,31.8568563803238
Europe & Central Asia (IDA & IBRD countries),TEC,1995,437796116.0,925405891242.833,63.1806138940417
Togo,TGO,1995,4410832.0,1849110468.19569,30.705
Thailand,THA,1995,59098232.0,169278916592.843,30.276
Tajikistan,TJK,1995,5948584.0,1231561860.39946,28.877
Turkmenistan,TKM,1995,4191203.0,2482228439.71407,44.794
Latin America & the Caribbean (IDA & IBRD countries),TLA,1995,465939463.0,1856222698737.15,72.9898527376077
Timor-Leste,TLS,1995,868146.0,262819900.0,22.534
Middle East & North Africa (IDA & IBRD countries),TMN,1995,258324534.0,336976502406.652,53.3097918976794
Tonga,TON,1995,100225.0,208871687.556137,22.864
South Asia (IDA & IBRD),TSA,1995,1275163648.0,479585498256.836,26.2303749778993
Sub-Saharan Africa (IDA & IBRD countries),TSS,1995,596382250.0,480483604759.225,29.6828137180357
Trinidad and Tobago,TTO,1995,1295169.0,5329217747.21258,55.04
Tunisia,TUN,1995,9161258.0,18030876599.3444,61.474
Turkiye,TUR,1995,61024503.0,169319579016.25,62.123
Tuvalu,TUV,1995,9280.0,11922614.1984666,43.97
Tanzania,TZA,1995,30383497.0,7631431840.49992,20.543
Uganda,UGA,1995,20665667.0,5755818842.49246,12.846
Ukraine,UKR,1995,51665539.0,48213856468.5718,66.951
Upper middle income,UMC,1995,2242150016.0,3535669951727.07,43.8721673210675
Uruguay,URY,1995,3189440.0,19297663096.5506,90.542
United States,USA,1995,266278000.0,7639749000000.0,77.257
Uzbekistan,UZB,1995,22917589.0,13350461264.9969,43.731
St. Vincent and the Grenadines,VCT,1995,113047.0,316007407.407407,43.38
Venezuela_RB,VEN,1995,22193821.0,77389487770.0883,86.014
British Virgin Islands,VGB,1995,17840.0, 0, 40.413
Virgin Islands (U.S.),VIR,1995,107818.0, 0, 90.437
Viet Nam,VNM,1995,72049940.0,20736164458.9505,22.166
Vanuatu,VUT,1995,167137.0,249333250.082507,20.164
World,WLD,1995,5736505516.0,31149677985790.3,44.7775946824693
Samoa,WSM,1995,174571.0,224865731.381903,21.526
Kosovo,XKX,1995,2137514.0, 0, 
Yemen_Rep.,YEM,1995,16740058.0,12796345679.0123,23.76
South Africa,ZAF,1995,44541554.0,171735933897.331,54.486
Zambia,ZMB,1995,8785763.0,3806982678.89363,37.104
Zimbabwe,ZWE,1995,10974599.0,7111270700.0,31.732
Aruba,ABW,1996,83021.0,1379888268.15642,48.356
Africa Eastern and Southern,AFE,1996,366138524.0,273531010588.088,27.685697177495
Afghanistan,AFG,1996,17763266.0, 0, 21.714
Africa Western and Central,AFW,1996,246415446.0,262600874262.366,33.4742231035266
Angola,AGO,1996,14170973.0,7526446605.51712,45.346
Albania,ALB,1996,3168033.0,3199640815.4163,39.473
Andorra,AND,1996,63984.0,1224024139.21295,93.425
Arab World,ARB,1996,260229121.0,570909722765.544,51.3083822593783
United Arab Emirates,ARE,1996,2597564.0,73571233996.1863,78.493
Argentina,ARG,1996,35513793.0,272149750000.0,88.366
Armenia,ARM,1996,3278735.0,1596968946.23708,65.781
American Samoa,ASM,1996,53353.0, 0, 86.043
Antigua and Barbuda,ATG,1996,69612.0,679111111.111111,33.59
Australia,AUS,1996,18224767.0,401341880620.728,84.767
Austria,AUT,1996,7959017.0,235952581232.129,61.32
Azerbaijan,AZE,1996,7763000.0,3176507376.31836,51.896
Burundi,BDI,1996,6070506.0,869033856.317093,7.412
Belgium,BEL,1996,10156637.0,279201433224.756,96.851
Benin,BEN,1996,6391858.0,2361116449.39308,37.071
Burkina Faso,BFA,1996,10655942.0,2586550595.41013,15.407
Bangladesh,BGD,1996,124862179.0,46438484107.5795,22.064
Bulgaria,BGR,1996,8362826.0,12294964837.6235,68.007
Bahrain,BHR,1996,573792.0,6938166755.31915,88.385
"Bahamas, The",BHS,1996,306268.0,3609000000.0,81.18
Bosnia and Herzegovina,BIH,1996,3875246.0,2786045321.63743,41.13
Belarus,BLR,1996,10159569.0,14756846153.8462,68.308
Belize,BLZ,1996,210310.0,850850000.0,46.214
Bermuda,BMU,1996,59813.0,2695390000.0,100.0
Bolivia,BOL,1996,8021736.0,7396949126.35685,59.682
Brazil,BRA,1996,164202549.0,850426432991.742,78.302
Barbados,BRB,1996,262284.0,2363645403.47039,35.21
Brunei Darussalam,BRN,1996,298276.0,7663377277.00351,69.158
Bhutan,BTN,1996,548784.0,303408345.620078,21.456
Botswana,BWA,1996,1535914.0,4847757217.75815,49.83
Central African Republic,CAF,1996,3435965.0,1007791127.09913,37.312
Canada,CAN,1996,29610218.0,630607994132.747,77.951
Central Europe and the Baltics,CEB,1996,109626194.0,417343085845.115,61.5872476575534
Switzerland,CHE,1996,7071850.0,340103959546.926,73.6
Channel Islands,CHI,1996,145565.0, 0, 30.4
Chile,CHL,1996,14734046.0,78584098982.9097,84.861
China,CHN,1996,1217550000.0,863749314718.538,31.916
"Cote d'Ivoire",CIV,1996,15442312.0,18071152830.6101,41.587
Cameroon,CMR,1996,13414757.0,11093538846.4483,43.164
Congo_Dem. Rep.,COD,1996,45296124.0,5771454939.62404,33.289
Congo_Rep.,COG,1996,2826785.0,2540697539.05773,56.832
Colombia,COL,1996,36462745.0,97153389010.9466,72.223
Comoros,COM,1996,499107.0,396053805.891754,28.257
Cabo Verde,CPV,1996,425581.0,501979269.843942,49.704
Costa Rica,CRI,1996,3619013.0,11678424507.2457,55.467
Caribbean small states,CSS,1996,2528256.0,11182904174.0661,45.918956476322
Cuba,CUB,1996,10962010.0,25017368700.0,74.426
Curacao,CUW,1996,146306.0, 0, 88.358
Cayman Islands,CYM,1996,34143.0, 0, 100.0
Cyprus,CYP,1996,880290.0,10011914680.0502,68.161
Czechia,CZE,1996,10315241.0,67804105329.8557,74.513
Germany,DEU,1996,81914831.0,2506576553158.31,74.133
Djibouti,DJI,1996,648348.0,494004647.73437,76.347
Dominica,DMA,1996,69410.0,292285185.185185,64.918
Denmark,DNK,1996,5263074.0,187481157845.724,85.006
Dominican Republic,DOM,1996,8032894.0,18241622547.5908,58.441
Algeria,DZA,1996,29033044.0,46941554225.3581,56.774
East Asia & Pacific (excluding high income),EAP,1996,1738632397.0,1518329454783.52,33.0676803640114
Early-demographic dividend,EAR,1996,2321284245.0,2767603354482.59,36.932908945386
East Asia & Pacific,EAS,1996,1964830092.0,8104052553434.5,38.3546723502604
Europe & Central Asia (excluding high income),ECA,1996,216002099.5,326484068631.104,57.5990532208175
Europe & Central Asia,ECS,1996,861073424.5,11095956526287.3,68.2368672231316
Ecuador,ECU,1996,11810950.0,25226393196.5983,58.277
Egypt_Arab Rep.,EGY,1996,67028048.0,67629716981.1321,42.681
Euro area,EMU,1996,322568383.0,7629500965928.12,71.9535595313909
Eritrea,ERI,1996,2128464.0,693535954.190067,23.293
Spain,ESP,1996,39889852.0,642251412058.321,75.938
Estonia,EST,1996,1415594.0,4786018988.16491,70.111
Ethiopia,ETH,1996,59467635.0,8761215548.48614,14.006
European Union,EUU,1996,426905134.0,8433442480253.4,70.2668131567703
Fragile and conflict affected situations,FCS,1996,568965099.0,466440941348.014,36.391552564702
Finland,FIN,1996,5124573.0,131991975148.848,81.223
Fiji,FJI,1996,803789.0,2128696643.62574,46.282
France,FRA,1996,59754504.0,1598889216566.23,75.082
Faroe Islands,FRO,1996,43580.0,989536914.659081,34.822
Micronesia_Fed. Sts.,FSM,1996,110710.0,218534700.0,24.473
Gabon,GAB,1996,1152015.0,5694040002.89863,75.654
